,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_5040135,7.900157,Lung granuloma AND Lung symptoms: Causes of All Symptoms. Lung granuloma OR Lung symptoms: 3200 causes. Lung granuloma: Causes. Lung granuloma: Introduction. Lung symptoms: 3200 causes. Lung symptoms: Introduction. Lung granuloma and Lung symptoms and Respiratory symptoms (16 causes) Lung granuloma and Lung symptoms and Nerve symptoms (15 causes) Lung granuloma and Lung symptoms and Body symptoms (14 causes) Lung granuloma and Lung symptoms and Head symptoms (14 causes) Lung granuloma and Lung symptoms and Skin symptoms (14 causes) Lung granuloma and Lung symptoms and Breath symptoms (13 causes) Lung granuloma and Lung symptoms and Cough (13 causes) Lung granuloma and Lung symptoms and Pain (13 causes) Lung granuloma and Lung symptoms and Sensory symptoms (13 causes) Lung granuloma and Lung symptoms and Throat symptoms (13 causes) Lung granuloma and Lung symptoms and MORE SYMPTOMS
1,msmarco,_doc,MARCO_2916597,7.752591,Symptoms. Lung cancer typically doesn't cause signs and symptoms in its earliest stages. Signs and symptoms of lung cancer typically occur only when the disease is advanced. Signs and symptoms of lung cancer may include: 1  A new cough that doesn't go away. 2  Changes in a chronic cough or smoker's cough.ymptoms. Lung cancer typically doesn't cause signs and symptoms in its earliest stages. Signs and symptoms of lung cancer typically occur only when the disease is advanced. Signs and symptoms of lung cancer may include: 1  A new cough that doesn't go away. 2  Changes in a chronic cough or smoker's cough.
2,msmarco,_doc,MARCO_6661768,7.674212,"Lung cancer symptoms. Early symptoms and signs of lung cancer. There may be no symptoms at the onset of the disease. When present, common symptoms of lung cancer may include: 1  Coughing: This includes a persistent cough that doesn't go away or changes to a chronic smoker's cough,â such as more coughing or pain.2  Coughing up blood: Coughing up blood or rust-colored sputum (spit or phlegm) should always be discussed with your doctor.ung cancer symptoms. Early symptoms and signs of lung cancer. There may be no symptoms at the onset of the disease. When present, common symptoms of lung cancer may include: 1  Coughing: This includes a persistent cough that doesn't go away or changes to a chronic smoker's cough,â such as more coughing or pain."
3,msmarco,_doc,MARCO_5289783,7.3812666,"As more cancer cells develop, they can form into a tumor and spread to other areas of the body. To learn more about how cancers start and spread, see What Is Cancer? Types of lung cancer. The 2 main types of lung cancer are: Small cell lung cancer (SCLC), which is sometimes called oat cell cancer. About 10% to 15% of lung cancers are SCLC. Non-small cell lung cancer (NSCLC), which makes up about 80% to 85% of lung cancers. The 3 main types of NSCLC are adenocarcinoma, squamous cell carcinoma, and large cell carcinoma. Small cell and non-small cell lung cancers are treated differently. The information here focuses on small cell lung cancer. See Lung Cancer (Non-Small Cell) for information about that type of lung cancer. Other types of lung cancer and tumors. Lung carcinoid tumors: Less than 5% of lung tumors are carcinoid tumors of the lung. Most of these grow slowly. For more information about these tumors, see Lung Carcinoid Tumor."
4,msmarco,_doc,MARCO_7106148,7.377349,"There two main types of lung cancer are small cell lung cancer and non-small cell lung cancer. These categories refer to what the cancer cells look like under a microscope. Non-small cell lung cancer is more common than small cell lung cancer. Staging. If lung cancer is diagnosed, other tests are done to find out how far it has spread through the lungs, lymph nodes, and the rest of the body. This process is called staging. The type and stage of lung cancer tells doctors what kind of treatment you need. For more information, visit Stages of Non-Small Cell Lung Cancer and Stages of Small Cell Lung Cancer. Types of Treatment. Lung cancer is treated in several ways, depending on the type of lung cancer and how far it has spread. People with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments. People with small cell lung cancer are usually treated with radiation therapy and chemotherapy. Surgery. An operation where doctors cut out cancer tissue. Chemotherapy. Using special medicines to shrink or kill the cancer. The drugs can be pills you take or medicines given in your veins, or sometimes both. Radiation therapy. Using high-energy rays (similar to X-rays) to kill the cancer. Targeted therapy."
5,msmarco,_doc,MARCO_353892,7.207197,Symptoms of lung cancer in women can differ from symptoms of lung cancer in men. One of the reasons that symptoms can lung cancer symptoms in women differ between the sexes is that most common types of lung cancer vary between sexes and also different types of lung cancer tend to have different symptoms.
6,msmarco,_doc,MARCO_6661771,7.1876535,Some people just have general symptoms of not feeling well. Most people with lung cancer don't have symptoms until the cancer is advanced. Lung cancer symptoms may includeâ. 1  Coughing that gets worse or doesnât go away. 2  Chest pain. 3  Shortness of breath. 4  Wheezing. 5  Coughing up blood.6  Feeling very tired all the time. 7  Weight loss with no known cause.ome people just have general symptoms of not feeling well. Most people with lung cancer don't have symptoms until the cancer is advanced. Lung cancer symptoms may includeâ. 1  Coughing that gets worse or doesnât go away. 2  Chest pain. 3  Shortness of breath. 4  Wheezing. 5  Coughing up blood. 6  Feeling very tired all the time.
7,msmarco,_doc,MARCO_4149970,7.071223,"Small cell lung cancer accounts for 10%â15% of all lung cancers. It usually starts in the bronchi in the centre of the lungs. Small cell lung cancer is the most aggressive of all types of lung cancer.In many cases, it has spread to other parts of the body by the time it is diagnosed. Small cell lung cancer is also known as oat cell carcinoma or small cell undifferentiated carcinoma. Stage is the most important prognostic factor for small cell lung cancer. 2  Limited stage cancers have a much better prognosis than extensive stage cancers. 3  Most people with small cell lung cancer are diagnosed with extensive stage cancer because the cancer spreads early and quickly, before it causes symptoms."
8,msmarco,_doc,MARCO_5289777,7.0305142,"Key Points. 1  Lung cancer happens when cells in the lung change (mutate). 2  Lung cells most often change because they are exposed to dangerous chemicals that we breathe. 3  There are two main types of lung cancer, small cell lung cancer and non-small cell lung cancer. Non-small cell lung cancer is more common. Lung cancer symptoms usually do not appear until the cancer has spread to other parts of the body. At this point, it is harder to treat lung cancer."
9,msmarco,_doc,MARCO_1826636,7.00494,"1 There are two main types of small cell lung cancer. 2  Smoking increases the risk of small cell lung cancer. 3  Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 4  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 2  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. 3  Certain factors affect prognosis (chance of recovery) and treatment options."
