,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_4724265,8.179271,"Sharks: Body Parts. If you look at a shark, you will see it has a number of special adaptations that allow it to fit into an ocean environment. A shark has fins and a streamlined body that help it swim through water.It has gills, which take in oxygen directly out of the water.Because of its gills, sharks can stay underwater and not have to come to the surface to breathe. shark has fins and a streamlined body that help it swim through water. It has gills, which take in oxygen directly out of the water. Because of its gills, sharks can stay underwater and not have to come to the surface to breathe."
1,msmarco,_doc,MARCO_3308282,8.013922,"Shark and Ray Reproduction. Sharks have been around for a long time, making them evolutionarily successful. Over hundreds of millions of years of evolution, sharks have developed a wide range of reproductive adaptations, a characteristic which has allowed them to survive major extinction episodes.eproductive cycles for sharks can be as long as two years. For most sharks species, even the simplest descriptions of their reproductive cycles, including the ovarian cycle and gestation period, is lacking in detailed information."
2,msmarco,_doc,MARCO_458701,7.816453,"Shark Teeth. A shark's only real weapon is its mouth. Like its fins and sense organs, the shark's mouth is a highly effective physiological adaptation, perfectly suited to its job. There are two elements that make the mouth so effective: the teeth and the jaws. Shark teeth are something like the teeth of land predators."
3,msmarco,_doc,MARCO_2456353,7.7894516,"Sharks are fish, they are a type of fish called chondricthyes or cartilaginous fish. This group includes Sharks, rays and a group of fish called Chimaera, none of the fish in this group have any bones, instead they have cartilage, click here to find out more about types of fish. There are 8 orders (types) of shark. We'll look at these now, in another part we'll look at their relatives and where they fit into the entire grouping of the animal kingdom. Each of the 8 orders of sharks have their own adaptations to their environment."
4,msmarco,_doc,MARCO_4724269,7.775163,"At distances less than 15m (45ft) vision is an important sense for sharks and many have an adaptation which allows them to optimise all the available light in dimly illuminated water. A mirrored reflecting layer behind the retina known as the tapetum lucidum acts as a photomultiplier, or light magnifier.ot having a swim bladder also allows a shark to make fast changes in depth without having to wait for gas pressure to equalize, a necessary adaptation for pursuit predators hunting in depths from the surface to hundreds of metres deep."
5,msmarco,_doc,MARCO_4724272,7.774184,"While people tend to imagine all sharks as being active hunters of other animals, in fact they occupy a huge range of ecological niches, from the huge, planktivorous Basking and Whale sharks to the bottom dwelling Carpet sharks, and probably the ultimate pelagic predator; the Great White shark.ot having a swim bladder also allows a shark to make fast changes in depth without having to wait for gas pressure to equalize, a necessary adaptation for pursuit predators hunting in depths from the surface to hundreds of metres deep."
6,msmarco,_doc,MARCO_5217350,7.542671,"Shark and Ray Reproduction. Sharks have been around for a long time, making them evolutionarily successful. Over hundreds of millions of years of evolution, sharks have developed a wide range of reproductive adaptations, a characteristic which has allowed them to survive major extinction episodes."
7,msmarco,_doc,MARCO_4599405,7.530998,"What Kind Of Shark Can Live In Fresh Water? Although some sharks can swim into river estuaries with mixed fresh and salt water and some even use this areas as nursery for young sharks, most of the time they live in ocean water. However there are two species that are capable of surviving long time in fresh water with physiological adaptations that allow this."
8,msmarco,_doc,MARCO_4724274,7.5097723,"Just the thought of sharks still induces a primeval fear in many people, but of those fortunate enough to see live sharks in their own element, most cannot help but have a feeling of admiration for their beauty of movement and their supreme efficiency as predators.ot having a swim bladder also allows a shark to make fast changes in depth without having to wait for gas pressure to equalize, a necessary adaptation for pursuit predators hunting in depths from the surface to hundreds of metres deep."
9,msmarco,_doc,MARCO_2315982,7.1591945,"These sharks tend to spend most of their time near the bottom of the water column on an almost continuous search for food. Adaptation. As is true with most sharks, this species is well adapted to its way of life."
10,msmarco,_doc,MARCO_7080034,7.1513515,"This adaptation allows bull sharks to live entirely in estuaries or freshwater. Bull sharks are regularly sighted in Lake Nicaragua (some live there permanently) and have been reported 2,000 miles from the ocean in the Amazon River."
11,msmarco,_doc,MARCO_5696972,7.1493955,"While it is a truth that some shark species are animals that present a sort of danger to people, it is also true that humans have endangered the preservation of many shark species, despite all the physical and physiological adaptations they have achieved through evolution to survive in their natural environment."
12,msmarco,_doc,MARCO_3739093,6.48265,"Anti-predator adaptation in action: the seal shark Dalatias licha (aâc) and the wreckfish Polyprion americanus (dâf) attempt to prey on hagfishes. First, the predators approach their potential prey."
13,msmarco,_doc,MARCO_3270824,6.4631753,"Language objectives often accompany a content objective when teaching content areas such as math, science or social studies. For example, the following content objectives and language objectives can be integrated within a lesson: 1  Content Objective: Students will compare and contrast the physical adaptations that whales and sharks have that aid in their survival."
14,msmarco,_doc,MARCO_2216895,6.4554386,convergent evolution. D. divergent evolution. E. adaptation. 42. The pair of traits that best illustrates convergent evolution is A. an elephant's tusks and a beaver's teeth. B. a lizard's arm and a bird's wing. C. a dragonfly's wing and a butterfly's wing. D. a cartilage skeleton in a shark and a bone skeleton in a dolphin. 43.
15,msmarco,_doc,MARCO_363057,6.4515815,"The sunlit zone is home to a wide variety of marine species because plants can grow here and water temperatures are relatively warm. Lots of marine animals can be found in the sunlit zone including sharks, tuna, mackerel, jellyfish, sea turtles, seals and sea lions and stingrays. There are not a lot of places to hide in the sunlit zone! Some species have an adaptation called countershading."
16,msmarco,_doc,MARCO_7066850,6.4171963,"ANIMALS. ANIMALS. The marine biome covers three fourths of the earth and there are hundreds of different fish to cover each square foot of it. The main kinds of animals in the sea are whales, dolphins, sharks, and seals which are some of the most popular kinds of sea mammals.ther kinds of animals and fish that live in the sea are the walrus, star fish, eel, crabs, jelly fish, and fresh and salt water fish, but this is just a small list compared to the many different kinds of fish that inhabit the marine biome. In general these fish have about five different adaptations."
17,msmarco,_doc,MARCO_44768,5.8942676,"All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.For example, bird calls and migration are behavioral adaptations. Adaptations are the result of evolution. Evolution is a change in a species over long periods of time.ll organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive."
18,msmarco,_doc,MARCO_4754012,5.8621674,"There are about 40 species of sharks found in the Hawaiian waters ranging from 8 inches to over 50 feet long. The most common sharks seen around Hawaii are Blacktip Sharks, Reef Blacktip Sharks, Reef Whitetip Sharks, Tiger Sharks, Sandbar Sharks, Galapagos Sharks, Scalloped Hammerhead Sharks, and Gray Reef Sharks.here are about 40 species of sharks found in the Hawaiian waters ranging from 8 inches to over 50 feet long. The most common sharks seen around Hawaii are Blacktip Sharks, Reef Blacktip Sharks, Reef Whitetip Sharks, Tiger Sharks, Sandbar Sharks, Galapagos Sharks, Scalloped Hammerhead Sharks, and Gray Reef Sharks."
19,msmarco,_doc,MARCO_4978407,5.7625546,"Genus: Mako sharks. Mako shark is better known as grey-blue shark. However, it still has a few other names: bonito shark, mackerel shark, black winged shark, blue pointer shark. It should also be noted that during the last century experts have described another kind of mako sharks: the Longfin mako shark.enus: Mako sharks. Mako shark is better known as grey-blue shark. However, it still has a few other names: bonito shark, mackerel shark, black winged shark, blue pointer shark. It should also be noted that during the last century experts have described another kind of mako sharks: the Longfin mako shark."
20,msmarco,_doc,MARCO_4208566,5.718142,"All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear.Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.For example, bird calls and migration are behavioral adaptations.Adaptations are the result of evolution.tructural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations. Adaptations are the result of evolution."
21,msmarco,_doc,MARCO_4893654,5.702116,"Which shark is larger megalodon shark or whale shark? megalodon shark was much bigger than whale shark cause a megalodon shark is almost 100 feet while an whale shark is just 62-75 feet.But the megalodon has been extinct for abo â¦ ut 1.5 million years, leaving the whale shark the biggest shark alive.hich shark is larger megalodon shark or whale shark? megalodon shark was much bigger than whale shark cause a megalodon shark is almost 100 feet while an whale shark is just 62-75 feet."
22,msmarco,_doc,MARCO_673356,5.630241,"CARNIVORES. Almost all sharks are carnivores or meat eaters. They live on a diet of fish and sea mammals (like dolphins and seals) and even such prey as turtles and seagulls.Sharks even eat other sharks.For example, a tiger shark might eat a bull shark, a bull shark might eat a blacktip shark and a blacktip shark might eat a dogfish shark! The teeth of the carnivores are sharp and pointy.hey live on a diet of fish and sea mammals (like dolphins and seals) and even such prey as turtles and seagulls. Sharks even eat other sharks. For example, a tiger shark might eat a bull shark, a bull shark might eat a blacktip shark and a blacktip shark might eat a dogfish shark!"
