,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_4555243,25.26808,"The work of such classical sociological theorists as Auguste Comte, Karl Marx, Herbert Spencer, Emile Durkheim, Max Weber, Georg Simmel, and Vilfredo Pareto was important in its time and played a central role in the subsequent development of sociology.he work of such classical sociological theorists as Auguste Comte, Karl Marx, Herbert Spencer, Emile Durkheim, Max Weber, Georg Simmel, and Vilfredo Pareto was important in its time and played a central role in the subsequent development of sociology."
1,msmarco,_doc,MARCO_6099605,24.444107,"Karl Marx is the father of the conflict theory in sociology. The fathers of sociology include Ãmile Durkheim, Karl Marx, Herbert Spencer, and Auguste Comte. Karl Marx is the father of the conflict theory in sociology. The fathers of sociology include Ãmile Durkheim, Karl Marx, Herbert Spencer, and Auguste Comte. Karl Marx is the father of the conflict theory in sociology."
2,msmarco,_doc,MARCO_278216,23.03704,"the social sciences, sociology emerged in Western Europe as a distinct discipline in the mid-1800s. Auguste Comte, Herbert Spencer, Karl Marx, Emile Durkheim, and Max Weber were early thinkers in the development of sociology. The idea of applying the scientific method to the social world, known as positivism, was first proposed by Auguste Comte. Based on this innovation and Comteâs effort to apply the scientific method to social life, he is credited as being the founder of sociology."
3,msmarco,_doc,MARCO_278208,22.177958,"Sociology emerged as a separate discipline in the mid 1800's in western europe, during the onset of the industrial revolution. idustrialization affected all aspects of human existence-- where people lived, the nature of their work, their relationships, and how they viewed life. early sociologists who focused on these social changes included Auguste, Comte, Herbert Spencer, Carl Marks, Emile Durkheim, Max Webber, Harriet, Martineau, W.E.B. Du Bois. page 5-8"
4,msmarco,_doc,MARCO_5767150,21.733593,"With the success of the natural sciences serving as a model for. the social sciences, sociology emerged in Western Europe as a distinct discipline in the mid-1800s. Auguste Comte, Herbert Spencer, Karl Marx, Emile Durkheim, and Max Weber were early thinkers in the."
5,msmarco,_doc,MARCO_4663890,21.714165,"Durkheim (1858-1917) who devoted himself to the scientific study of sociology is widely regarded as a pioneer in French sociology. It is known that Emile Durkheim inherits some of Auguste Comte and Herbert Spencer's ideas and developed a systematic sociology both in theory and methodology (Mo&ntilde;ivas, 2007, p. 18)."
6,msmarco,_doc,MARCO_5048631,21.675592,Who coined the term sociology to describe the study of society? Auguste Comte Herbert Spencer Ãmile Durkheim Karl Marx A theory is an explanation of the relationships among particular phenomena. a description comprised of the essential characteristics of a feature of society. an intended and recognized consequence of some element of society. the meanings that individuals attach to their actions. Most social scientists assume A. environmental factors have the greatest influence.
7,msmarco,_doc,MARCO_5290598,15.563435,"The major contributions of the following theorists to the field of sociology: Augueste Comte, Herbert Spencer, Karl Marx, Emile Durkheim, and Max Weber. Ãmile Ã©mile, Durkheim, Positivism. sociology"
8,msmarco,_doc,MARCO_5290601,15.537182,"The term, sociology, meaning the study of society was given to this new science by the man. He suggested applying the scientific method, known as positivism, to society. Herbert Spencer is referred as the second founder of sociology. Unlike Comte, he thinks that sociology should not influence social reform. He thinks that the evolution of society should be left to improve on its own."
9,msmarco,_doc,MARCO_6099604,15.488506,"Auguste Comte, Father of Sociology. Figure 1: Auguste Comte, Father of Sociology. The term sociology was coined by French philosopher Auguste Comte (1798â1857), in 1838 from the Latin termsocius (companion, associate) and the Greek term logia (study of, speech). Comte is known as the âFather of Sociology. He first publicly used the term in his work Positive Philosophy (1896, orig."
