,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_6213095,13.382148,"The film only adapts the first half of the book, and consequently does not convey the message of the title as it was portrayed in the novel. The second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter.The third film, The NeverEnding Story III: Escape From Fantasia, features a completely original plot.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter."
1,msmarco,_doc,MARCO_6213094,13.230072,"Goodbye to the old Neverending Story and Hello to the New. From this time on the site will become the most informative site on the Internet about the Neverending Story. I have to give a lot of thanks to one main person for the new additions.His name is Tom Stroehla and he has a great site about The Neverending Story.Below is a small caption of his home page.the webmaster) The NeverEnding Story has always meant a lot to many people throughout the world. The book is so wonderful because it makes you dream and if your lucky, you will be able to visit Fantasia and be a part of the NeverEnding Story."
2,msmarco,_doc,MARCO_6213099,12.756751,"This is not the official site of The Neverending Story. You can find pictures, video clips, and also comments about the story itself. Thanks from the Southern Oracle. Yes, if I could have one wish.....it would be to make you smile.the webmaster) The NeverEnding Story has always meant a lot to many people throughout the world. The book is so wonderful because it makes you dream and if your lucky, you will be able to visit Fantasia and be a part of the NeverEnding Story."
3,msmarco,_doc,MARCO_7273397,12.582253,"Plot summary. The book centers on a boy, Bastian Balthazar Bux, a small and strange child who is neglected by his father after the death of Bastian's mother. While escaping from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story. The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films."
4,msmarco,_doc,MARCO_4480785,12.288925,"exists and is an alternate of . The giant turtle in the Swamp of Sorrows in the Neverending Story was called Morla the Aged One in the original translation of the book by Michael Ende. In the movie, she was called Morla the Ancient One. The giant turtle in the Swamp of Sorrows in the Neverending Story was called Morla the Aged One in the original translation of the book by Michael Ende."
5,msmarco,_doc,MARCO_7273396,12.271567,"Bastian Balthazar Bux is a shy, awkward, and plump little boy who is tired of being bullied in school. One blustery stormy day Bastien goes inside of an antique bookstore and discovered a mysterious book called the Neverending Story. When the bookshop owner Mr. Coreander is not looking, Bastien steals the book and hides in the attic of his school to read it. It is only when he begins to read the Neverending Story that his adventure truly begins."
6,msmarco,_doc,MARCO_5954180,12.141284,The name of Atrayu's horse in the neverending story was Artax. What is the horses name from Neverending story The name of Atrayu's horse in the neverending story was Artax. for now! What is the name of the horse off of the Neverending story Artax is the name of the horse in The Neverending Story. Have a fun weekend. ! Ask us Anything.
7,msmarco,_doc,MARCO_6213092,12.036541,"The book centers on a boy, Bastian Balthazar Bux, neglected by his father after the death of Bastian's mother. In escape from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress."
8,msmarco,_doc,MARCO_2176417,11.953314,[â]tricky_fish 3 points4 points5 points 3 years ago (1 child) It even fits with the theme of the book: The story of the Empress is read by an ordinary boy whose story is read by the reader. Who in turn may be the subject of some other book; who knows. I think that this meaning of the neverending story got lost when the third layer became a movie.
9,msmarco,_doc,MARCO_7273404,11.779509,"The first time I read this I was probably about 11 or 12 and it was after seeing The Neverending Story II in the theater. Till that moment I had never known The Neverending Story was a book, and just happened to notice this in the credits."
10,msmarco,_doc,MARCO_7273399,11.410186,"While escaping from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story. Unable to resist, he steals the book and hides in his school's attic, where he begins to read."
11,msmarco,_doc,MARCO_4480778,11.401418,"The book centers on a boy, Bastian Balthazar Bux, neglected by his father after the death of Bastian's mother. While escaping from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story."
12,msmarco,_doc,MARCO_3843635,11.399967,"Synopsis: THE NEVER ENDING STORY centers on young Bastian Bux, who escapes his troubled life in a dusty old bookstore. The store owner tells him not to look at the book The NeverEnding Story, but Bastian does anyway. He becomes engrossed in the story, in which boy warrior Atreyu seeks to save the land of Fantasia from becoming destroyed by a mythical force known as the Nothing."
13,msmarco,_doc,MARCO_6821154,11.288791,"Meanings and history of the name Atreyu: | Edit. Originally found in the German fantasy novel, The Neverending Story by Michael Ende, 1979. In the book the character, Atreyu's parents are killed when he is a baby, so the village raises him.Therefore the name means, son of all.As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway.herefore the name means, son of all. As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson."
14,msmarco,_doc,MARCO_6669790,11.277617,"Meanings and history of the name Atreyu: | Edit. Originally found in the German fantasy novel, The Neverending Story by Michael Ende, 1979. In the book the character, Atreyu's parents are killed when he is a baby, so the village raises him.Therefore the name means, son of all.As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway.herefore the name means, son of all. As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway."
15,msmarco,_doc,MARCO_7273402,11.05139,"The first--and still most luminous--story that urged me to stop running away from my life into books and start weaving books back into my life. If this sounds too abstract, consider the Human Library: a child of The Neverending Story, a sister of Moonchild. This book made me polish my German enough to read it in the original."
