,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_6213095,16.010902,"The film only adapts the first half of the book, and consequently does not convey the message of the title as it was portrayed in the novel. The second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter.The third film, The NeverEnding Story III: Escape From Fantasia, features a completely original plot.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter."
1,msmarco,_doc,MARCO_6213091,15.325666,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. The standard English translation, by Ralph Manheim, was first published in 1983.The novel was later adapted into several films.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress."
2,msmarco,_doc,MARCO_7273397,15.268523,"Plot summary. The book centers on a boy, Bastian Balthazar Bux, a small and strange child who is neglected by his father after the death of Bastian's mother. While escaping from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story. The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films."
3,msmarco,_doc,MARCO_7273403,14.180496,"The Neverending Story is a fantasy novel by German writer Michael Ende, first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films."
4,msmarco,_doc,MARCO_4480784,14.151171,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films. 1 Plot summary."
5,msmarco,_doc,MARCO_7273401,14.078023,"The NeverEnding Story III, starring Jason James Richter, Melody Kay and Jack Black, was released in 1994 in Germany and in 1996 in the US. This film was based only upon the characters from Ende's book, having a completely new story. The film was lambasted by film critics and was a box office bomb. Novels"
6,msmarco,_doc,MARCO_6213093,14.011376,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.The music was composed by Klaus Doldinger.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress."
7,msmarco,_doc,MARCO_7875982,13.513375,"Go behind the scenes at one of the largest and most successful film studios in Europe. During your 1-hour tour of the Bavaria Filmstadt (Film City), located just outside of Munich, see props from classic movies such as The Neverending Story, Das Boot and Asterix and Obelix vs. Cesar.. Plus, you can star in your own film under the instruction of a professional director!"
8,msmarco,_doc,MARCO_6213097,13.470924,"The film was produced by Bernd Eichinger and Dieter Giessler and directed and co-written by Wolfgang Petersen (his first English-language film) and starred Barret Oliver, Noah Hathaway, Tami Stronach, Moses Gunn, Thomas Hill; and Alan Oppenheimer as the voices of both Falkor and Gmork.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter."
9,msmarco,_doc,MARCO_1311833,12.938061,"Noah Hathaway. Noah Leslie Hathaway (born November 13, 1971) is an American actor and a former teen idol. He is best known for his roles as Atreyu in the 1984 film The NeverEnding Story and for portraying Boxey on the original TV Series Battlestar Galactica. His work in The Neverending Story made him particularly popular as a teen-aged celebrity in Europe."
10,msmarco,_doc,MARCO_7897051,12.796077,"Jonathan Brandis Actor, One Life to Live Born in Danbury, Connecticut, USA, to Greg and Mary, Jonathan Brandis began his career at age 5, acting in television commercials. He appeared in small parts in several films and TV shows before his first starring role in the 1990 film The Neverending Story II: The Next Chapter."
11,msmarco,_doc,MARCO_6420907,12.792211,"Overview (5) Mini Bio (1) Born in Danbury, Connecticut, USA, to Greg and Mary, Jonathan Brandis began his career at age 5, acting in television commercials. He appeared in small parts in several films and TV shows before his first starring role in the 1990 film The Neverending Story II: The Next Chapter (1990)."
12,msmarco,_doc,MARCO_6213096,12.749923,"1 American comedy rock band The Aquabats wrote a song inspired by the film called  Luck Dragon Lady , and live performances of the song are accompanied by a large Falkor puppet. 2  The melody of Palma's Overworld theme from SEGA 's Phantasy Star RPG has resemblances to Limahl's Never Ending Story.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter."
13,msmarco,_doc,MARCO_6213092,12.335034,"The book centers on a boy, Bastian Balthazar Bux, neglected by his father after the death of Bastian's mother. In escape from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress."
14,msmarco,_doc,MARCO_5954177,12.256699,"The NeverEnding Story (German: Die unendliche Geschichte) is a 1984 West German-produced English language epic fantasy film based on the novel of the same name by Michael Ende, about a boy who reads a magical book that tells a story of a young warrior whose task is to stop a dark storm called the Nothing from engulfing a fantasy world."
15,msmarco,_doc,MARCO_5954180,12.141284,The name of Atrayu's horse in the neverending story was Artax. What is the horses name from Neverending story The name of Atrayu's horse in the neverending story was Artax. for now! What is the name of the horse off of the Neverending story Artax is the name of the horse in The Neverending Story. Have a fun weekend. ! Ask us Anything.
16,msmarco,_doc,MARCO_6213094,11.893921,"Goodbye to the old Neverending Story and Hello to the New. From this time on the site will become the most informative site on the Internet about the Neverending Story. I have to give a lot of thanks to one main person for the new additions.His name is Tom Stroehla and he has a great site about The Neverending Story.Below is a small caption of his home page.the webmaster) The NeverEnding Story has always meant a lot to many people throughout the world. The book is so wonderful because it makes you dream and if your lucky, you will be able to visit Fantasia and be a part of the NeverEnding Story."
17,msmarco,_doc,MARCO_4480786,11.7465105,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress."
18,msmarco,_doc,MARCO_6202855,11.742595,1980s film Trivia. 1  The Karate Kid. 2  The Neverending Story. 3  Labyrinth. Jumpin' Jack Flash.  Better Off 1  Dead. Bill and Ted's Excellent Adventure.  Poltergeist.
19,msmarco,_doc,MARCO_1311836,11.734775,"Children of the '80s will no doubt feel a deep pang of nostalgia when they see The Neverending Story characters Atreyu and Falkor soaring together through the skies, once again, as Limahl sings the title track of the classic fantasy film in a new campaign from Spotify."
20,msmarco,_doc,MARCO_4480782,11.734775,"This article may be written from a fan's point of view, rather than a neutral point of view. (July 2015) (Learn how and when to remove this template message) This article lists character information from the book The Neverending Story and the film adaptations of the same name."
21,msmarco,_doc,MARCO_6213098,11.657403,"Bastian, this time incarnated by Jonathan Brandis, returns to travel throughout the marvelous world of Fantasy 13 March 2010 | by ma-cortes â See all my reviews THE NEVERENDING STORY II is a wonderful and breathtaking familiar film with adventures and imagination but inferior to excellent original.toryline. Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more."
22,msmarco,_doc,MARCO_1031584,11.642106,"The Orin was a good luck charm/emblem in the book and film The Neverending Story. Orin Incandenza, character in David Foster Wallace's Infinite Jest. Orin Mannon-Brother in O'Neill's Mourning Becomes Electra. In DC comics, Orin is a traditional name used by the Atlantean Royal Family. It was originally the name of their first ruler. King Orin and his brother Shalako ruled the city when it became submerged underwater. His legacy was renowned throughout history and would become passed on to younger generations."
23,msmarco,_doc,MARCO_6213099,11.408118,"This is not the official site of The Neverending Story. You can find pictures, video clips, and also comments about the story itself. Thanks from the Southern Oracle. Yes, if I could have one wish.....it would be to make you smile.the webmaster) The NeverEnding Story has always meant a lot to many people throughout the world. The book is so wonderful because it makes you dream and if your lucky, you will be able to visit Fantasia and be a part of the NeverEnding Story."
24,msmarco,_doc,MARCO_7273395,10.927693,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende, originally released in 1979, with an English translation published in 1983.A troubled, insecure young boy named Bastian who loves to read happens upon a antique bookstore owned by a Mr. Coreander, when hiding from some bullies."
25,msmarco,_doc,MARCO_7273404,10.413331,"The first time I read this I was probably about 11 or 12 and it was after seeing The Neverending Story II in the theater. Till that moment I had never known The Neverending Story was a book, and just happened to notice this in the credits."
26,msmarco,_doc,MARCO_4480777,10.409402,"In the miniseries Tales from the Neverending Story, Xayide is portrayed as the Childlike Empress' sister and the ruler of a 'Dark City'. In The Neverending Story cartoon, Xayide is the main antagonist of the series."
27,msmarco,_doc,MARCO_3843632,10.4035225,"The NeverEnding Story Soundtrack Click for more info & how to buy... The NeverEnding Story Soundtrack. Click for more info & how to buy... SmartLinking: To save you time, artists listed on this page are only clickable if they have contributed to at least one other movie we feature."
28,msmarco,_doc,MARCO_3843634,10.399612,"Neverending Story is track #5 on the album Don't Suppose. It was written by Moroder, Giorgio / Forsey, Keith. Neverending Story is track #5 on the album Don't Suppose. It was written by Moroder, Giorgio / Forsey, Keith."
29,msmarco,_doc,MARCO_5954173,10.393762,"8 Reasons Why The Neverending Story Is a Psychological Horror Show. The Neverending Story is one of those movies that always gets brought up as a timeless fantasy classic when 80s and 90s kids get all wistful about the childhood they are trying to relive. But seriously, it's one incredibly fucked up movie, and not just because of the horse."
30,msmarco,_doc,MARCO_5954175,10.389871,"This category is for questions and answers related to NeverEnding Story, The, as asked by users of FunTrivia.com. Accuracy: A team of editors takes feedback from our visitors to keep trivia as up to date and as accurate as possible. Related quizzes can be found here: NeverEnding Story, The Quizzes. There are 33 questions on this topic."
31,msmarco,_doc,MARCO_5954179,10.3840475,"The horse's name in The Neverending Story is ARTAX. He belongs to Atreyu, the hero sent on a quest by the empress to find a human (Bastian) who will give her a new name. The horse's name in The Neverending Story is ARTAX. He belongs to Atreyu, the hero sent on a quest by the empress to find a human (Bastian) who will give her a new name."
32,msmarco,_doc,MARCO_4480785,10.380176,"exists and is an alternate of . The giant turtle in the Swamp of Sorrows in the Neverending Story was called Morla the Aged One in the original translation of the book by Michael Ende. In the movie, she was called Morla the Ancient One. The giant turtle in the Swamp of Sorrows in the Neverending Story was called Morla the Aged One in the original translation of the book by Michael Ende."
33,msmarco,_doc,MARCO_7273396,10.368604,"Bastian Balthazar Bux is a shy, awkward, and plump little boy who is tired of being bullied in school. One blustery stormy day Bastien goes inside of an antique bookstore and discovered a mysterious book called the Neverending Story. When the bookshop owner Mr. Coreander is not looking, Bastien steals the book and hides in the attic of his school to read it. It is only when he begins to read the Neverending Story that his adventure truly begins."
34,msmarco,_doc,MARCO_1617985,10.164535,"Just conceivably.. A short film adapptation of the story A Good Man Is Hard to Find, titled  Black Hearts Bleed Red , was released in 1993. The film was directed by New York filmmaker Jeri Cain Rossi and stars noted New York artist Joe Coleman.or the short story, see A Good Man Is Hard to Find (short story) . A Good Man Is Hard to Find and Other Stories (published in England as The Artificial Nigger and Other Tales) is a collection of short stories by American author Flannery O'Connor."
35,msmarco,_doc,MARCO_3843635,10.049399,"Synopsis: THE NEVER ENDING STORY centers on young Bastian Bux, who escapes his troubled life in a dusty old bookstore. The store owner tells him not to look at the book The NeverEnding Story, but Bastian does anyway. He becomes engrossed in the story, in which boy warrior Atreyu seeks to save the land of Fantasia from becoming destroyed by a mythical force known as the Nothing."
36,msmarco,_doc,MARCO_2176417,10.045531,[â]tricky_fish 3 points4 points5 points 3 years ago (1 child) It even fits with the theme of the book: The story of the Empress is read by an ordinary boy whose story is read by the reader. Who in turn may be the subject of some other book; who knows. I think that this meaning of the neverending story got lost when the third layer became a movie.
37,msmarco,_doc,MARCO_6821154,9.975282,"Meanings and history of the name Atreyu: | Edit. Originally found in the German fantasy novel, The Neverending Story by Michael Ende, 1979. In the book the character, Atreyu's parents are killed when he is a baby, so the village raises him.Therefore the name means, son of all.As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway.herefore the name means, son of all. As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson."
38,msmarco,_doc,MARCO_6669790,9.9678335,"Meanings and history of the name Atreyu: | Edit. Originally found in the German fantasy novel, The Neverending Story by Michael Ende, 1979. In the book the character, Atreyu's parents are killed when he is a baby, so the village raises him.Therefore the name means, son of all.As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway.herefore the name means, son of all. As the story develops Atreyu is chosen for his strength to save the world by saving the childlike empress. Later turned into an American movie by the same name in 1984, directed by Wolfgang Peterson. The character, Atreyu, is played by Noah Hathaway."
