,_index,_type,_id,_score,_source.body
0,msmarco,_doc,MARCO_8610846,11.392832,1 Symptoms of throat cancer. 2  Throat cancer can spread. 3  Risk factors of throat cancer.  Diagnosis of throat 1  cancer. Treatment for throat cancer.  Side effects of cancer 1  treatment. Palliative 2  care. Where to get  help. Things to remember.
1,msmarco,_doc,MARCO_3878348,11.070995,"There are two main types of throat cancer: Squamous cell carcinoma develops in the thin, flat cells that line much of the throat. These cells look scale-like when checked under a microscope. This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: 1  Nasopharynx cancer forms in the upper part of the throat.  Oropharynx cancer forms in the middle part of the throat."
2,msmarco,_doc,MARCO_3090847,11.04157,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils. Your throat is a muscular tube that begins behind your nose and ends in your neck. Throat cancer most often begins in the flat cells that line the inside of your throat. Your voice box sits just below your throat and is also susceptible to throat cancer. The voice box is made of cartilage and contains the vocal cords that vibrate to make sound when you talk. Throat cancer can also affect the piece of cartilage (epiglottis) that acts as a lid for your windpipe. Tonsil cancer, another form of throat cancer, affects the tonsils, which are located on the back of the throat."
3,msmarco,_doc,MARCO_8610842,10.910582,"Types of throat cancer. Throat cancer is a general term that applies to cancer that develops in the throat (pharyngeal cancer) or in the voice box (laryngeal cancer). The throat and the voice box are closely connected, with the voice box located just below the throat. Though most throat cancers involve the same types of cells, specific terms are used to differentiate the part of the throat where cancer originated. 1  Nasopharyngeal cancer begins in the nasopharynx â the part of your throat just behind your nose."
4,msmarco,_doc,MARCO_7035862,10.88958,"Throat Cancer Symptoms and Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality.epending upon the extent of spread of the cancer, other symptoms can include swelling of nearby tissues, enlarged lymph nodes, trouble breathing, difficulty speaking, neck or throat pain, ear pain, painful swallowing, and headache."
5,msmarco,_doc,MARCO_191050,10.848427,This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: Nasopharynx cancer forms in the upper part of the throat. Oropharynx cancer forms in the middle part of the throat. Hypopharynx cancer forms in the bottom part of the throat.
6,msmarco,_doc,MARCO_1019257,10.816259,"Treatment of Metastatic Cancer of the Throat. Patients with metastatic cancer of the throat have cancer that has spread to distant sites beyond the throat and neck region. Patients with metastatic cancer are usually treated with systemic combination chemotherapy. However, control of the primary cancer and regional lymph node spread through surgery or radiation is as important as controlling the metastases."
7,msmarco,_doc,MARCO_789620,10.642548,"What is throat cancer? Throat cancer is any cancer that forms in the throat. The throat, also called the pharynx, is a 5-inch-long tube that runs from your nose to your neck. The larynx (voice box) and pharynx are the two main places throat cancer forms. Throat cancer is a type of head and neck cancer, which includes cancer of the mouth, tonsils, nose, sinuses, salivary glands and neck lymph nodes. Learn about the types of throat cancer."
8,msmarco,_doc,MARCO_7035855,10.563158,"Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality.edical Author: Melissa Conrad Stoeppler, STÃ¶PPLER. Md throat cancers may not cause any symptoms if they are very small and have not spread at the time of. Diagnosis, sometimes an area of irritation or discoloration on the lining issues of the throat is the only sign of an. abnormality"
9,msmarco,_doc,MARCO_7035863,10.5363,"Medical Author: Melissa Conrad Stoeppler, STÃ¶PPLER. Md throat cancers may not cause any symptoms if they are very small and have not spread at the time of. Diagnosis, sometimes an area of irritation or discoloration on the lining issues of the throat is the only sign of an. abnormalityedical Author: Melissa Conrad Stoeppler, STÃ¶PPLER. Md throat cancers may not cause any symptoms if they are very small and have not spread at the time of. Diagnosis, sometimes an area of irritation or discoloration on the lining issues of the throat is the only sign of an. abnormality"
10,msmarco,_doc,MARCO_1373522,10.522912,"Throat or larynx cancer. Throat cancer is cancer of the vocal cords, larynx (voice box), or other areas of the throat. People who smoke or use tobacco are at risk of developing throat cancer. Drinking too much alcohol over a long time also increases risk. Smoking and drinking alcohol combined lead to an increased risk for throat cancer. Most throat cancers develop in adults older than 50. Men are more likely than women to develop throat cancer."
11,msmarco,_doc,MARCO_3961948,10.473476,"While many sore throats will get better without treatment, some throat infectionsâincluding strep throatâmay need antibiotic treatment. How You Get Strep Throat. Strep throat is an infection in the throat and tonsils caused by group A Streptococcus bacteria (called group A strep).Group A strep bacteria can also live in a person's nose and throat without causing illness. The bacteria are spread through contact with droplets after an infected person coughs or sneezes.trep Throat. Caused by a group A streptococcal infection. Common symptoms include fever, sore throat, and enlarged lymph nodes. Strep throat is a contagious infection, spread through close contact with an infected individual. PubMed Health Glossary. (Source: Wikipedia). Symptoms Treatments."
12,msmarco,_doc,MARCO_7069062,10.401764,"Throat Cancer Symptoms and Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality. Depending upon the extent of spread of the cancer, other symptoms can include:"
13,msmarco,_doc,MARCO_2231510,10.374033,"Throat Cancer. Throat Cancer Symptoms & Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality."
14,msmarco,_doc,MARCO_291004,10.357799,"Types of Cancer: Throat Cancer. Throat cancer refers to cancerous tumors that develop in your throat (pharynx) or voice box (larynx). Throat cancer includes cancer of the nasopharynx (the upper part of the throat behind the nose), the oropharynx (the middle part of the pharynx), and the hypopharynx (the bottom part of the pharynx). Cancer of the larynx (voice box) may also be included as a type of throat cancer, and is also called pharyngeal cancer."
15,msmarco,_doc,MARCO_1092925,10.324284,"Lymph nodes can also swell due to the presence of cancer. For cancers of the head and neck like throat or larynx (voice box) cancer, the lymph nodes of the neck are the first region that it spreads to.Lymphoma, which is a cancer of the immune system, also may lead to lymph node enlargement.ymph nodes can also swell due to the presence of cancer. For cancers of the head and neck like throat or larynx (voice box) cancer, the lymph nodes of the neck are the first region that it spreads to."
16,msmarco,_doc,MARCO_5263533,10.287599,"While many sore throats will get better without treatment, some throat infectionsâincluding strep throatâmay need antibiotic treatment. How You Get Strep Throat. Strep throat is an infection in the throat and tonsils caused by group A Streptococcus bacteria (called group A strep).Group A strep bacteria can also live in a person's nose and throat without causing illness. The bacteria are spread through contact with droplets after an infected person coughs or sneezes.hile many sore throats will get better without treatment, some throat infectionsâincluding strep throatâmay need antibiotic treatment. How You Get Strep Throat. Strep throat is an infection in the throat and tonsils caused by group A Streptococcus bacteria (called group A strep)."
17,msmarco,_doc,MARCO_7972824,10.256081,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils. Your throat is a muscular tube that begins behind your nose and ends in your neck. Throat cancer most often begins in the flat cells that line the inside of your throat. Your voice box sits just below your throat and is also susceptible to throat cancer. The voice box is made of cartilage and contains the vocal cords that vibrate to make sound when you talk. Throat cancer can also affect the piece of cartilage (epiglottis) that acts as a lid for your windpipe."
18,msmarco,_doc,MARCO_1633245,10.252877,"Common symptoms include fever, sore throat, and enlarged lymph nodes. It is the cause of 15â40% of sore throats among children and 5â15% in adults. Strep throat is a contagious infection, spread through close contact with an infected individual.A definitive diagnosis is made based on the results of a throat culture.ommon symptoms include fever, sore throat, and enlarged lymph nodes. It is the cause of 15â40% of sore throats among children and 5â15% in adults. Strep throat is a contagious infection, spread through close contact with an infected individual. A definitive diagnosis is made based on the results of a throat culture."
19,msmarco,_doc,MARCO_2925879,10.241082,"Types of throat cancer. Throat cancer is a general term that applies to cancer that develops in the throat (pharyngeal cancer) or in the voice box (laryngeal cancer). The throat and the voice box are closely connected, with the voice box located just below the throat. Hypopharyngeal cancer (laryngopharyngeal cancer) begins in the hypopharynx (laryngopharynx) â the lower part of your throat, just above your esophagus and windpipe."
